,conf,ra,dec
102,0.9550629,358.75794714375,-60.86206931562499
103,0.95469195,359.7242365884892,-61.84799455179857
104,0.95329165,358.86046982574857,-58.21138083053892
105,0.95272183,1.57076904676259,-56.9514635733813
106,0.9526636,1.06827326875,-57.03089168883928
107,0.9524351,359.2452563892156,-58.13086309411765
108,0.952423,358.09749496051285,-56.960314007179484
109,0.95135736,1.2583594324675327,-59.42029523376623
110,0.95108944,1.265317448979592,-58.374803998775505
111,0.9495088,358.468639777985,-61.65695833880597
112,0.9478482,359.76794109803154,-60.91644352086614
113,0.94724506,358.8124329539131,-58.89571605913043
114,0.94717866,357.19169772215906,-59.059059439772724
115,0.9466102,357.4657663,-60.291198655932206
116,0.9462933,0.06367385696969693,-60.09094280121212
117,0.94627875,359.80017998270677,-59.26034014812029
118,0.94624513,2.744632021604938,-61.73239539938271
119,0.9460604,2.5301743987234038,-58.29722889063829
120,0.94598806,0.41542201473214274,-58.58262532142857
121,0.94580686,359.3670367164557,-57.96667475316457
122,0.94557166,0.8926377416216217,-58.95401514864865
123,0.9454821,2.9259357991836734,-58.1621725367347
124,0.94538254,357.1604025005618,-59.075449126123594
125,0.94475114,2.69265727235023,-59.25714162258065
126,0.94437605,1.9044765963855421,-62.27379987349398
127,0.9443756,1.8141146234234236,-58.7623003945946
128,0.94376755,358.03926152421525,-59.203197667264575
129,0.94362324,359.2100263213043,-59.69572173347826
130,0.943152,358.0167815327731,-60.51299648571428
131,0.94134176,1.029877601875,-59.1514091275
132,0.94128263,1.2468710696774195,-59.614153427096774
133,0.94073886,1.822961364321608,-57.17374193517588
134,0.9403458,359.08295850077525,-60.5459531496124
135,0.9390924,1.1617021048458152,-57.530362647136556
136,0.9390109,359.74030359107144,-60.929593801785714
137,0.93872654,1.2674021388349515,-60.32080789902913
138,0.93867826,359.505849992405,-57.9403030835443
139,0.9385544,1.8644219727642275,-62.314749599186996
140,0.93855,1.9040399140776698,-62.28112575291263
141,0.9379406,357.0167228734177,-57.43621683881856
142,0.93775094,357.73958930307685,-59.254962347692306
143,0.9377465,1.302540038016529,-59.838665682644624
144,0.93768364,357.96410540682933,-59.230063521463414
145,0.9376239,358.1326332324675,-60.11468968668831
146,0.9371231,357.5817260725,-62.110575195833334
147,0.9364563,1.9030083318181819,-62.303060437373745
148,0.936299,0.8209502924999998,-59.21745139750001
149,0.93605894,2.9567180525581396,-61.0861199944186
150,0.935879,358.01866717362634,-59.07824510402931
151,0.9356564,358.0141094228916,-59.19030106325301
152,0.9330069,357.74404547621947,-59.2315245109756
153,0.93266696,357.6754421032847,-60.749012414598546
154,0.93211424,359.3334242830708,-57.739317086220474
155,0.931594,357.7140192773333,-59.24183896933333
156,0.9314168,0.7165210582159623,-60.70026685774648
157,0.9310925,359.11142506269425,-58.71485290207254
158,0.92902684,1.7406458814371257,-59.21593261377244
159,0.9271216,2.7190323893333335,-61.746118208000006
160,0.9266736,0.0886303035019455,-57.20639334202334
161,0.9260213,1.4472554737777776,-58.26759627777778
162,0.9250989,1.4117500183783784,-60.099617750810815
163,0.9245372,359.474159528877,-60.07047539358288
164,0.9236264,2.0411983531073448,-59.70780381581921
165,0.9233769,357.81927169602886,-58.82670891263538
166,0.92288667,2.576995698712446,-57.11016840515022
167,0.92277956,0.3558741854368932,-59.60375152038836
168,0.9217616,359.86525182748807,-63.10037367535544
169,0.9207296,357.35263546722973,-59.72824841114865
170,0.9205949,359.8531721690678,-62.53637304237288
171,0.9204962,358.009432956682,-59.21583008156682
172,0.9195174,359.6325325928571,-57.26678066428571
173,0.9192278,1.4422282474509802,-61.291115427450976
174,0.91890556,1.0495423102222223,-62.25490167644444
175,0.91874194,0.3820348761904761,-62.65288916084656
176,0.9185956,357.1574483727699,-59.09052165352112
177,0.9176264,359.8108447794594,-59.54058311081081
178,0.9167321,0.4732493914438502,-62.084595785026735
179,0.91661686,358.32966712272724,-59.11387500844156
180,0.9163796,1.903226340585774,-62.29741447615063
181,0.91302073,359.92170425771144,-58.91636596268657
182,0.91287565,357.31337334448057,-58.993016151298704
183,0.9127931,1.773068275,-59.825084893749995
184,0.9111519,359.2690217632231,-59.75780954421487
185,0.9096669,359.2698962391305,-58.120283328695656
186,0.9085414,359.71991677469134,-59.736719983333344
187,0.9073296,359.9448593467532,-60.93048547207792
188,0.90684104,1.9332124646067417,-62.31545768258427
189,0.9067989,359.18935778070176,-57.16610051140351
190,0.9066654,1.896677714851485,-57.34940425940594
191,0.90586394,1.4985518710227275,-58.89821876420455
192,0.9058229,0.7083762076190476,-58.742294764761894
193,0.9057727,357.7774812196014,-59.23679773255816
194,0.9057634,1.8118128454545452,-57.01138344181817
195,0.90574324,358.77081534708736,-57.20945672815534
196,0.90505296,0.6163562549999999,-59.14989509916666
197,0.9048073,358.73460225882354,-59.43165796302521
198,0.90444654,0.3676562035398229,-58.01250305840708
199,0.90411484,359.55852429493086,-60.478862311981565
200,0.90405804,357.30370624378384,-63.086746079459466
201,0.9037275,2.4325176895604397,-59.16479997967032
202,0.90359277,1.4383971884955753,-57.14450888982301
203,0.9031015,2.2096930712000007,-60.1230914264
204,0.90309644,358.46832956519825,-58.01187499471365
205,0.9028577,1.1163192121621621,-60.61403844684685
206,0.90101343,2.72597958,-58.425812173333334
207,0.9002963,358.58208084635424,-62.855473476041674
208,0.8990129,2.6144495657407414,-61.1976024638889
209,0.8985258,356.9422067806306,-62.74798611711712
210,0.8971418,2.512180322742475,-62.80182931672242
211,0.89706767,2.859539641596639,-56.91709334915967
212,0.896341,358.7041086356383,-60.53578733404255
213,0.8961698,357.22914532058826,-61.29640073308824
214,0.89610744,357.2236605261262,-60.531176440540555
215,0.89552,359.226837619802,-57.13747853514852
216,0.8951894,358.6143431435028,-63.113715670621474
217,0.89446867,359.5744356816327,-60.21452068112246
218,0.8936756,356.84982882039475,-62.73247240855263
219,0.8931717,0.3074863266055045,-58.57901663486239
220,0.8926829,1.90421822247191,-62.27716423370787
221,0.8925551,2.846616271844661,-59.50012900000001
222,0.89210063,0.02346512519999996,-57.3136971928
223,0.89190537,0.9146359675799086,-58.32721251780822
224,0.8909151,1.2077410602678569,-60.58450405223214
225,0.89044434,359.15346967004217,-57.12539377468354
226,0.8901492,357.2248714705202,-59.060671190751435
227,0.88972026,359.45043480913245,-59.05856120045662
228,0.88884574,1.9404451043478261,-62.315576781422926
229,0.8887803,357.9073593047619,-62.64148509142857
230,0.88817984,0.6544678815217391,-58.30035372717391
231,0.88796586,357.1002001538136,-59.053832790677966
232,0.88732195,1.3721246897959183,-60.19868669132653
233,0.8864448,0.18945636631578944,-58.97784695631579
234,0.88618684,2.685006031601732,-57.82674449177489
235,0.8859502,2.2367372954128437,-57.19834375229358
236,0.8855767,359.61221641005915,-57.548554752662724
237,0.88551813,356.95712035740735,-62.274726922222214
238,0.88512504,0.9909863736462093,-62.196528971841154
239,0.8848016,0.8133970958646617,-61.84623260112781
240,0.88420105,357.3581645023256,-58.57426929069768
241,0.88389677,358.3401948046632,-57.28560450051814
242,0.88388383,0.3796815032258064,-59.00815704112903
243,0.8833986,358.59581812426467,-59.48068128125001
244,0.8820876,358.81011152439993,-59.027153380399994
245,0.8808498,1.609890426851852,-59.009405138888894
246,0.88082415,0.9201803267857144,-58.574844266964284
247,0.8806474,357.20325536777403,-58.806404601328914
248,0.8801797,1.1613345423529413,-57.881023005098044
249,0.8799004,358.7416510688311,-58.183976062337656
250,0.87984437,2.7138533718181814,-61.74567399909091
251,0.87975985,1.4073329713043479,-58.25772657608696
252,0.87947917,1.2925328777108434,-61.273251644578316
253,0.8785364,357.85668400540544,-62.2383375
254,0.87810344,356.86096519122805,-60.89368366491228
255,0.8777658,359.3524691300001,-60.417662789
256,0.87730503,0.7038862892720306,-61.097523983908054
257,0.8768595,359.1950116260684,-56.90444241452992
258,0.87576073,1.3453975103139013,-60.61726939551569
259,0.87535006,1.302008935465116,-59.06384052616279
260,0.8740082,358.3300598370078,-59.1114951937008
261,0.8739342,3.0262967766990294,-62.28563628155339
262,0.87372816,2.6933610276381907,-57.42959407286431
263,0.872752,1.0450743802955664,-60.5171226586207
264,0.87233484,1.7608736847619049,-57.562438441904774
265,0.87226236,359.99513840428017,-57.69220216731518
266,0.8722255,358.98390356100003,-60.448002824000014
267,0.8721781,1.6014836975155282,-60.21520153291925
268,0.87157553,0.3698904834951456,-58.653836027184454
269,0.869915,357.7094231086538,-57.533722719230774
270,0.8693996,358.55702329473684,-60.50656100956938
271,0.86852634,0.25871569411764705,-62.78879013529412
272,0.86846775,1.4865534126984126,-57.24166310317461
273,0.867473,357.6887964550162,-59.24828387702266
274,0.86661637,356.91838366465515,-57.16831191810344
275,0.8665331,1.4095693261744966,-58.30377425100672
276,0.865953,0.22073774609665425,-62.022080797397784
277,0.86504894,359.1099972976471,-59.862391368235286
278,0.8649694,2.974025045070422,-57.95624807605635
279,0.864624,356.89195226666664,-58.47436852380953
280,0.8639311,1.7351870501976285,-61.2071586853755
281,0.86389065,358.6932508903974,-59.63702928642384
282,0.8634293,2.4725932652542375,-61.30501275550847
283,0.8630379,359.0284936368628,-60.67120806901961
284,0.8624924,2.645326989400922,-59.12369439723503
285,0.86248124,359.7189115150442,-61.60994084203539
286,0.8607207,1.4000193578125,-61.298154540625
287,0.86030245,2.1977192304195805,-62.603335363636354
288,0.85818917,2.347411004807692,-57.79022777067308
289,0.85737073,0.45467308560885605,-61.16014777822879
290,0.8566547,359.384800753125,-57.20353208242187
291,0.8557129,359.34836578157893,-58.23440435526315
292,0.8554013,359.5487748390977,-60.05381829323308
293,0.8553606,3.057774885,-62.4751008175
294,0.85443145,358.41651350625,-59.28218286944444
295,0.8530699,359.31004098520185,-58.47191114573991
296,0.8528939,1.907463769364162,-59.71962861040463
297,0.852686,1.7684911028037382,-57.089741862616826
298,0.85252064,358.66841389509807,-57.21530645049019
299,0.8522207,2.9215261585062238,-58.148577871784234
300,0.85135597,358.1808390897195,-62.622137794392536
301,0.8503212,2.1240985709570954,-62.56132486600661
302,0.84999555,357.3463444267326,-62.83776966831683
303,0.84988034,357.24768715158376,-57.069452190045254
304,0.8497528,359.91576076800004,-60.393923068666666
305,0.8491624,1.9019508162679424,-62.32957923971291
306,0.8484198,358.36171940341876,-59.40116008119658
307,0.8483206,359.73222980913977,-60.106320807526885
308,0.84825623,358.9322916848837,-58.61863777558139
309,0.8481452,0.30118288114285713,-58.568481879428575
310,0.8464205,359.59267816249996,-57.50343493482143
311,0.8461965,2.7290372440251573,-58.42876827987422
312,0.8447956,1.389380266812227,-57.65861538951964
313,0.8447686,0.4379853129032258,-60.42978174569892
314,0.8445904,358.8149243950178,-60.3154656975089
315,0.8444889,1.5572258438538205,-62.283777140531555
316,0.8442,358.6687493150943,-58.51077644622641
317,0.8438165,0.7305395956284152,-58.998046800000004
318,0.8435971,359.71926125675674,-60.118694826126124
319,0.8435463,357.15584212988506,-59.75760238045977
320,0.8405399,0.07460670497237566,-60.31423783314917
321,0.8396287,2.339218115763547,-57.36538876256158
322,0.83952135,359.53921090722895,-58.5746592060241
323,0.83814114,357.8869491310345,-58.57211176681034
324,0.8380567,1.4309032413953489,-57.194958264651156
325,0.8377357,2.81912735686901,-62.55401589968051
326,0.83617777,357.5512499811321,-62.14539872924528
327,0.83566,356.8499852268398,-62.56199475281385
328,0.8354158,1.4341198372262773,-61.94255967956204
329,0.83539027,2.795968143852459,-57.09160317745901
330,0.834149,357.2928228896,-58.392737403199995
331,0.8333012,0.580855785,-60.73579650772727
332,0.8332918,358.4786706072962,-57.92573503004291
333,0.83308744,2.554140484651163,-60.65991313813954
334,0.83218247,358.45773470129865,-58.85654335800865
335,0.83170396,359.2107621884956,-62.660931100442475
336,0.8312523,356.9880157844697,-57.947359286363636
337,0.8309868,3.0033087730337082,-60.69879165449437
338,0.8305154,1.6136263692913384,-59.97606660393701
339,0.8301234,0.6615238534188034,-57.02418892222222
340,0.8294843,0.8290087895705522,-60.257166684662565
341,0.82942885,359.37103109155555,-60.862214251555564
342,0.829094,2.2360862822115384,-61.14939156682693
343,0.8286401,357.72512335648156,-60.13277509629629
344,0.82855195,0.7550343752380954,-60.67767174666667
345,0.8280769,2.015322697093023,-59.30313864244186
346,0.8279537,357.4034882493711,-59.12438452452829
347,0.8277614,358.55812969837837,-59.30255587135135
348,0.8273595,2.0005417796992484,-60.25879143458647
349,0.82734823,358.39180163196716,-59.10262802868853
350,0.8268298,1.4089848297188756,-60.79336656947791
351,0.82651293,359.61095618101274,-62.67623809113924
352,0.8258576,0.6711815731707316,-61.08860981016261
353,0.82555246,359.032909578125,-63.030222289375004
354,0.82552695,359.6477266911647,-57.2177448248996
355,0.82498187,0.3927665091891892,-58.938113920000006
356,0.8248167,0.5411804666666666,-58.870655691414136
357,0.82469374,358.18811024724135,-60.63583355034483
358,0.8243825,1.4055227682926832,-57.19487011544715
359,0.82437235,1.2366571568075115,-56.99653337652582
360,0.82348293,358.06732926401384,-59.19338942110728
361,0.82344663,357.4645871920792,-60.57693416732673
362,0.8229643,1.169661288,-59.984565393599986
363,0.82259136,1.3333854610000002,-59.416809738000005
364,0.8219952,357.22891139757786,-59.06099553010381
365,0.8218313,0.3824604881818182,-62.15325160545455
366,0.8213012,2.9117316942982456,-61.14169395394737
367,0.820729,358.74232528775514,-59.023490018367355
368,0.8193572,0.7628881212121212,-57.25127905050504
369,0.8188453,3.072288269523809,-58.826255089523805
370,0.8186417,357.66079903023257,-59.48640798372094
371,0.8185882,1.3397536939271255,-62.91158549878543
372,0.81846106,357.1121412735931,-58.859319997402594
373,0.8181966,357.9113593823045,-57.78618597160494
374,0.8179389,358.306231435023,-62.29118162580646
375,0.8174592,359.13159467832173,-57.485698330069944
376,0.81724024,359.21112398436213,-57.147231399999995
377,0.81699365,1.515405434710744,-57.645627356198354
378,0.81693685,0.07483864278350512,-58.95059589484536
379,0.81661123,357.0228412766949,-61.19061348559322
380,0.8161487,1.095838232846715,-62.502032309854016
381,0.81587815,0.39193919236947783,-62.37846672771084
382,0.815422,359.65690348806584,-58.1173562399177
383,0.8152034,2.5480953021582735,-60.826387110791366
384,0.8150683,359.1418928502075,-57.14816106473029
385,0.81473,359.9431192388889,-60.27459951833333
386,0.8141328,357.7537118758843,-59.26726434694534
387,0.813955,359.7717768518519,-61.497364676851845
388,0.81352895,0.5800456155844156,-58.003177641558445
389,0.8121985,359.6390497746154,-57.32758409653846
390,0.8120845,357.9451331090909,-58.272737414354076
391,0.81125295,359.77404390957446,-61.62114405496454
392,0.81123495,356.9135407936937,-56.96901103423423
393,0.8106933,359.0579328634242,-61.14947550933852
394,0.81069046,0.5448362925619835,-57.120055465702485
395,0.8104194,357.61343964615384,-59.30400482211539
396,0.8102733,1.5615139597402596,-59.705588485064936
397,0.8102704,358.0820892957627,-60.73279812118644
398,0.8098623,2.7588906878504673,-56.880997111214946
399,0.80936223,1.626819006372549,-58.90655305147059
400,0.8089454,357.1870516453039,-59.05877350883978
401,0.80817544,357.94514941307693,-56.97000382153846
402,0.80780655,358.28796755915494,-60.60827096056338
403,0.80767006,359.26541723551395,-58.143842869158874
404,0.80758464,3.0901065333333335,-61.662615710852705
405,0.80754757,359.45363992745087,-58.495310296078436
406,0.8071865,0.4737325619607843,-62.405756322352936
407,0.8064282,359.27228896016953,-60.362741761016956
408,0.80518043,1.4852181708333334,-57.39052004916666
409,0.80513877,0.04640511744186042,-59.52280879941861
410,0.80512697,358.4881321891089,-63.0400853118812
411,0.80497473,359.41080756915886,-62.848580537383185
412,0.8043123,359.6446106123154,-58.95496737832513
413,0.80430305,359.62812687662336,-58.380130479220774
414,0.8041541,2.4650329114754097,-58.912391170491794
415,0.80289567,359.4633300597656,-57.00338579648438
416,0.80287415,358.3723082089286,-62.784503812500006
417,0.8027114,359.00236637580645,-60.87881783870968
418,0.8024793,359.00430356483514,-61.70172454725274
419,0.80175006,1.8298926015822785,-62.43677811297468
420,0.80110544,357.9586634715517,-62.334248772413794
421,0.8005513,2.0967928449704143,-59.577440230769234
422,0.80039495,0.6101110901574803,-57.257054059055115
