ra,dec,source_id,w1mpro,w1sigmpro,qual_frame,mjd,dist,angle
31.4020191,-61.0567854,60576a226-000398,14.179,0.061,10,57177.87037846,0.615991,254.613409
31.4020043,-61.0567191,93990a242-000427,14.169,0.053,10,58272.32581633,0.624248,276.922456
31.4027213,-61.0567289,33797r013-000383,14.045,0.048,10,59534.75611588,0.630722,86.367699
31.4021192,-61.0566089,44945r012-000429,14.071,0.059,10,59898.53807838,0.631463,318.366247
31.4026399,-61.0566283,55022b050-000453,13.982,0.061,10,56995.50936579,0.632053,50.490370
31.4027234,-61.0567428,55025a025-000404,14.015,0.054,10,56995.57507220,0.633196,90.912306
31.4025725,-61.0568848,65966a047-000397,14.069,0.054,10,57354.66225948,0.639372,144.617527
31.4026964,-61.0566661,94124a215-000582,14.045,0.063,10,58276.71044347,0.643628,65.585194
31.4019911,-61.0567549,93982a242-000448,14.067,0.049,10,58272.06400978,0.644933,265.228936
31.4019885,-61.0567595,22533r012-000410,14.082,0.057,10,59166.61974785,0.651020,263.809566
31.4019859,-61.0567593,76945a016-000479,14.198,0.072,10,57714.34976719,0.655445,263.914833
31.4019842,-61.0567172,49549b255-000411,14.158,0.056,10,56815.55224962,0.659841,277.145559
31.4019737,-61.0567143,17550r241-000334,13.920,0.090,10,59003.71603122,0.679339,277.827325
31.4019865,-61.0568013,82868a220-001073,14.013,0.063,10,57908.31362721,0.687110,251.266110
31.4019731,-61.0567806,56135r035-000396,14.085,0.061,10,60261.82749939,0.689717,257.765393
31.4020480,-61.0566219,87951a037-000442,14.167,0.059,10,58074.67610303,0.690093,308.031245
31.4027213,-61.0568213,44923r036-000495,14.206,0.062,10,59897.82129295,0.694174,114.937363
31.4027314,-61.0566693,56145r011-000600,14.151,0.053,10,60262.15068880,0.695310,68.527813
31.4027485,-61.0567855,51132r215-000346,13.967,0.051,10,60099.78537238,0.696382,103.604533
31.4027052,-61.0566391,99001a013-000452,14.224,0.062,10,58436.25457194,0.702588,58.868857
31.4027330,-61.0568168,51116r216-000415,13.878,0.052,10,60099.26621572,0.706209,113.047963
31.4019644,-61.0567894,71768a220-000429,14.105,0.055,10,57544.79972773,0.711786,255.531184
31.4019583,-61.0567006,39968r215-000436,14.136,0.056,10,59736.28013506,0.714071,281.457039
31.4027634,-61.0566991,06394r240-000461,14.198,0.059,10,58638.86734714,0.718062,78.167608
31.4019444,-61.0567520,49533b255-000398,14.071,0.056,10,56815.02583586,0.725347,266.585378
31.4019415,-61.0567417,17548r217-000396,14.056,0.051,10,59003.65070692,0.729133,269.518898
31.4019386,-61.0567576,94120a216-000394,14.111,0.051,10,58276.57966745,0.736892,265.067263
31.4027392,-61.0566488,55061a026-000506,14.287,0.061,10,56996.75829858,0.737724,63.574101
31.4027640,-61.0568038,60556a226-000467,13.986,0.050,10,57177.21420723,0.740370,108.072780
31.4027449,-61.0568303,51322r239-000377,14.050,0.057,10,60105.95119660,0.745210,115.863417
31.4019943,-61.0568476,44951r036-000400,14.167,0.063,10,59898.73354214,0.745634,238.700822
31.4027710,-61.0566729,82889b244-000450,14.100,0.069,10,57909.03372363,0.755690,71.358154
31.4027807,-61.0568006,51098r241-000326,13.938,0.048,10,60098.68211671,0.764718,106.575828
31.4027996,-61.0567550,28786r240-000420,14.197,0.060,10,59371.03731806,0.767769,94.033336
31.4027721,-61.0566570,06408r216-000448,14.259,0.062,10,58639.32538170,0.777653,67.404113
31.4028140,-61.0567495,99109a014-000568,14.177,0.062,10,58439.78756554,0.791697,92.476056
31.4028135,-61.0567209,56386r039-000630,14.235,0.073,10,60269.97064427,0.793074,85.026364
31.4019028,-61.0567315,28796r216-000423,14.186,0.054,10,59371.36419433,0.797120,272.199824
31.4027795,-61.0566372,65973a023-001054,14.279,0.059,10,57354.85899726,0.819207,63.144002
31.4027483,-61.0568708,51130r240-000397,14.021,0.051,10,60099.72043006,0.824242,124.840411
31.4018831,-61.0567154,94032a217-000460,14.343,0.074,10,58273.69991895,0.835557,276.083931
31.4026817,-61.0569132,39972r216-000396,14.146,0.070,10,59736.41065639,0.838390,138.048749
31.4028419,-61.0567434,51148r216-000405,13.922,0.054,10,60100.30465699,0.839651,90.835467
31.4019113,-61.0568297,76942a040-000413,14.049,0.049,10,57714.28431538,0.845795,247.554872
31.4027561,-61.0565993,56143r034-000609,14.303,0.063,10,60262.08600110,0.856025,53.721643
31.4019680,-61.0568849,82881b245-000475,14.231,0.083,10,57908.77191688,0.859368,232.626650
31.4028656,-61.0568085,51122r240-000367,14.029,0.050,10,60099.46091541,0.914721,105.640122
31.4018674,-61.0568371,82845b244-000409,14.074,0.054,10,57907.59340405,0.926664,247.837950
31.4018296,-61.0567785,71772a220-000384,14.063,0.061,10,57544.93075841,0.934395,261.469548
31.4019082,-61.0565978,56157r010-000433,14.327,0.079,10,60262.53843299,0.938949,303.038417
31.4029028,-61.0567629,71757b245-000410,14.155,0.071,10,57544.47208747,0.949250,94.982509
31.4018044,-61.0567429,17580r216-000443,14.232,0.077,10,59004.69691501,0.968018,269.381816
31.4018455,-61.0568432,33663r036-000482,14.188,0.074,10,59530.37849170,0.970299,247.486885
31.4029023,-61.0566687,60588a226-000517,13.994,0.050,10,57178.26410671,0.979042,74.801073
31.4022246,-61.0564714,94024a217-000406,14.075,0.061,10,58273.43823972,0.995320,346.290161
31.4028735,-61.0566172,56169r011-001369,14.165,0.056,10,60262.92630510,0.997889,63.703743
31.4028997,-61.0566438,39946r240-000406,13.944,0.101,10,59735.56233102,1.002017,69.780378
31.4029388,-61.0567544,06408r215-000396,14.172,0.058,10,58639.32525439,1.009714,92.943184
31.4018410,-61.0568705,98969a012-000510,14.132,0.063,10,58435.20747157,1.018962,242.544439
31.4029340,-61.0568101,11413r013-000461,14.063,0.059,10,58803.00144948,1.031370,104.163427
31.4018670,-61.0565807,94024a216-000413,14.012,0.060,10,58273.43811235,1.032761,303.730331
31.4017956,-61.0566462,94112a216-000436,14.153,0.071,10,58276.31785823,1.039663,288.953054
31.4028662,-61.0565785,56139r035-001232,14.214,0.065,10,60261.95674731,1.056303,56.605068
31.4029671,-61.0567295,94128a216-000441,14.125,0.053,10,58276.84134685,1.058363,87.953480
31.4017530,-61.0568139,99009a012-000456,14.174,0.053,10,58436.51625155,1.090460,255.878767
31.4029787,-61.0567966,51118r240-000370,13.831,0.073,10,60099.33103069,1.096986,100.704866
31.4017078,-61.0567155,28780r216-000452,14.186,0.064,10,59370.84134510,1.139679,274.438287
31.4026359,-61.0564372,22541r012-000560,13.966,0.060,10,59166.88129984,1.191354,23.795347
31.4017217,-61.0566205,11403r037-000352,13.986,0.057,10,58802.67444515,1.192357,291.148914
31.4030636,-61.0567792,49560a229-000404,14.283,0.084,10,56815.88116285,1.233906,96.567519
31.4019925,-61.0570390,28772r216-000436,14.114,0.085,10,59370.57991998,1.252421,210.744460
31.4027854,-61.0564370,56389r014-000294,13.170,0.037,10,60270.03520457,1.318758,34.193958
31.4015726,-61.0567077,98985a011-000512,14.187,0.079,10,58435.73095810,1.376726,274.844705
31.4031248,-61.0568844,51140r215-000344,14.059,0.075,10,60100.04501497,1.430245,111.313321
31.4031096,-61.0565639,33675r036-000440,14.175,0.059,10,59530.77056519,1.451696,64.106611
31.4028173,-61.0563816,28794r240-000453,14.120,0.058,10,59371.29874266,1.516399,31.695125
31.4013002,-61.0565814,51108r215-000335,13.786,0.054,10,60099.00657369,1.932647,287.182793
