ra,dec,source_id,w1mpro,w1sigmpro,qual_frame,mjd,dist,angle
31.4024685,-61.0566939,71729b245-000385,14.073,0.051,10,57543.55487292,0.251546,48.718097
31.4023655,-61.0566698,87973a014-000408,14.121,0.054,10,58075.39619957,0.252895,2.171379
31.4022356,-61.0567766,17574r242-000371,14.107,0.050,10,59004.50081477,0.253641,238.702514
31.4024119,-61.0568081,06420r216-000448,14.142,0.052,10,58639.71783675,0.261309,159.755050
31.4023600,-61.0568127,06424r216-000402,14.046,0.059,10,58639.84861270,0.261724,180.000000
31.4024195,-61.0568085,82869b244-000499,14.284,0.076,10,57908.37907884,0.267508,157.200137
31.4022834,-61.0568056,17554r241-000432,14.108,0.051,10,59003.84680716,0.271260,209.470396
31.4024885,-61.0567829,98967a037-000392,14.045,0.049,10,58435.14214715,0.271973,124.600239
31.4022155,-61.0567714,28790r241-000449,14.202,0.056,10,59371.16809406,0.275956,245.818809
31.4022058,-61.0567593,60560a226-000429,14.125,0.049,10,57177.34549238,0.277492,255.499274
31.4025127,-61.0567162,60537b252-000422,14.159,0.065,10,57176.62374227,0.279494,72.148142
31.4024886,-61.0567880,51106r240-000339,13.909,0.045,10,60098.94163141,0.282937,127.641963
31.4023556,-61.0568186,33801r013-000699,14.120,0.051,10,59534.88676464,0.283070,181.551815
31.4021975,-61.0567415,71733b245-000486,14.085,0.049,10,57543.68590355,0.283154,268.907197
31.4024747,-61.0567967,98987a036-000571,14.026,0.059,10,58435.79640985,0.285645,135.608563
31.4025246,-61.0567413,39910r240-000398,14.066,0.048,10,59734.38789400,0.286800,90.935054
31.4021978,-61.0567255,71764a220-000446,14.029,0.055,10,57544.66869710,0.287360,280.465839
31.4021966,-61.0567533,06448r216-000448,14.053,0.060,10,58640.63365341,0.288672,260.452596
31.4025256,-61.0567351,17530r242-000450,14.141,0.051,10,59003.06215160,0.289048,86.501236
31.4022446,-61.0567983,82857b244-000448,14.128,0.052,10,57907.98624147,0.290645,223.768862
31.4023591,-61.0568211,33773r013-002252,14.144,0.069,10,59533.97196845,0.291958,180.307704
31.4024576,-61.0568063,49540a230-000447,14.138,0.056,10,56815.22320917,0.293056,144.533575
31.4022079,-61.0567762,06410r240-000398,14.013,0.047,10,58639.39070602,0.295304,243.812149
31.4025035,-61.0567837,98993a012-000420,14.133,0.058,10,58435.99276502,0.295384,122.180942
31.4025220,-61.0567646,33763r036-000457,14.157,0.055,10,59533.64521932,0.295800,107.420906
31.4021909,-61.0567476,06448r215-000393,14.016,0.055,10,58640.63352605,0.295879,264.694084
31.4025215,-61.0567126,71765b246-000401,14.021,0.062,10,57544.73427610,0.298154,70.680578
31.4023633,-61.0568229,06438r241-000422,14.222,0.058,10,58640.30651938,0.298502,178.896375
31.4024491,-61.0568113,60545b251-000431,14.194,0.053,10,57176.88618529,0.299970,148.836223
31.4021872,-61.0567267,71780a221-000660,14.164,0.057,10,57545.19281973,0.304828,279.036706
31.4024719,-61.0566748,28816r215-000404,14.106,0.059,10,59372.01769218,0.305122,39.712127
31.4024338,-61.0566629,82849b244-000488,14.071,0.053,10,57907.72430736,0.305895,24.855033
31.4021842,-61.0567325,65986a047-000390,13.976,0.061,10,57355.31805196,0.307466,275.037820
31.4023504,-61.0568256,87979a038-000477,13.704,0.105,10,58075.59268214,0.308616,183.106615
31.4021828,-61.0567372,11405r012-000495,14.256,0.065,10,58802.73976954,0.308876,271.870037
31.4025290,-61.0567663,94094a242-000481,14.229,0.055,10,58275.72853865,0.309274,107.826279
31.4025371,-61.0567302,49548a230-000430,14.077,0.052,10,56815.48641608,0.310554,83.476985
31.4021858,-61.0567206,44911r036-000444,14.175,0.058,10,59897.43023810,0.311420,282.959352
31.4025168,-61.0566979,94116a216-000383,14.073,0.053,10,58276.44876148,0.312404,60.978283
31.4025383,-61.0567256,56127r034-000393,14.067,0.053,10,60261.56887611,0.314934,80.525599
31.4025269,-61.0567740,65985a023-000369,14.160,0.054,10,57355.25247272,0.315488,112.828631
31.4021813,-61.0567582,17556r217-000446,14.063,0.050,10,59003.91225882,0.318157,258.115355
31.4025386,-61.0567194,49521b255-000407,14.083,0.054,10,56814.63108904,0.319874,76.594481
31.4022718,-61.0566620,39958r241-000413,14.080,0.054,10,59735.95389550,0.320096,331.311213
31.4024229,-61.0568250,60569b252-000394,14.145,0.052,10,57177.67364164,0.325031,160.296692
31.4021769,-61.0567218,06456r216-000448,14.235,0.057,10,58640.89520534,0.325655,281.606728
31.4024470,-61.0566596,17572r216-000380,14.185,0.055,10,59004.43536311,0.326727,27.639767
31.4021718,-61.0567393,39954r241-000386,14.000,0.055,10,59735.82337420,0.327896,270.440268
31.4025447,-61.0567607,56159r035-000377,14.160,0.057,10,60262.60312122,0.330292,103.039030
31.4021824,-61.0567069,82860a220-000452,14.110,0.050,10,57908.05169319,0.331563,291.062363
31.4021896,-61.0566989,87961a014-000480,14.174,0.059,10,58075.00348912,0.331705,296.491564
31.4025265,-61.0567878,98997a012-000396,14.148,0.064,10,58436.12366851,0.337283,120.677557
31.4025068,-61.0566783,94022a242-000419,14.216,0.063,10,58273.37278802,0.338750,49.026113
31.4021736,-61.0567673,39960r216-000382,14.008,0.048,10,59736.01909252,0.339294,253.162144
31.4025073,-61.0566781,56155r035-000370,14.181,0.074,10,60262.47387260,0.339878,49.030764
31.4025559,-61.0567417,11397r013-000425,14.113,0.060,10,58802.47821747,0.341348,91.027383
31.4021703,-61.0567641,98979a036-000424,14.159,0.061,10,58435.53473024,0.341694,255.290766
31.4021641,-61.0567513,55025a027-000368,14.126,0.054,10,56995.57519956,0.343706,263.202744
31.4021742,-61.0567042,65986a046-000390,14.125,0.052,10,57355.31792464,0.348415,291.709708
31.4021690,-61.0567710,44953r012-000461,14.115,0.051,10,59898.79873919,0.350981,251.459615
31.4022228,-61.0568120,17576r216-000427,14.108,0.067,10,59004.56613911,0.352593,222.681561
31.4021651,-61.0567669,82900a220-000404,14.126,0.052,10,57909.36110927,0.353088,254.081881
31.4025610,-61.0567594,51120r215-000365,13.983,0.052,10,60099.39597307,0.357079,101.279143
31.4025666,-61.0567367,22527r037-000435,14.238,0.057,10,59166.42364755,0.360134,88.109688
31.4025675,-61.0567531,06426r241-000420,14.105,0.084,10,58639.91406434,0.364567,97.432606
31.4022325,-61.0566591,55010b050-000417,14.183,0.053,10,56995.11512677,0.366286,322.666993
31.4021496,-61.0567414,65985a022-000424,14.150,0.053,10,57355.25234536,0.366595,269.212168
31.4025712,-61.0567374,94114a241-000391,14.098,0.055,10,58276.38330983,0.368074,88.542910
31.4022418,-61.0568260,71744a221-000435,14.130,0.053,10,57544.01354387,0.371828,213.629404
31.4021481,-61.0567238,39918r240-000428,14.149,0.065,10,59734.64893659,0.373754,278.977044
31.4021521,-61.0567682,28802r240-000380,14.088,0.055,10,59371.56016727,0.376160,254.342504
31.4022332,-61.0566553,17570r242-000437,13.979,0.067,10,59004.37003887,0.376536,324.077087
31.4021499,-61.0567142,28804r216-000389,14.189,0.067,10,59371.62561894,0.377638,284.237972
31.4025425,-61.0566828,94010a241-000424,14.027,0.059,10,58272.98007816,0.378812,57.071090
31.4025789,-61.0567379,98983a037-000390,14.121,0.052,10,58435.66563368,0.381447,88.864445
31.4025796,-61.0567436,71749b245-000801,14.099,0.084,10,57544.21002619,0.382806,91.940233
31.4023588,-61.0568467,49544a230-000394,14.139,0.057,10,56815.35487626,0.384124,180.311837
31.4022268,-61.0566545,71740a221-001037,13.713,0.392,10,57543.88251323,0.385475,322.986072
31.4023792,-61.0566332,87959a038-001477,13.954,0.081,10,58074.93803738,0.385928,4.972289
31.4021409,-61.0567223,71761b246-000618,14.095,0.051,10,57544.60324542,0.386991,279.476947
31.4021476,-61.0567069,56181r010-000370,14.071,0.054,10,60263.31404920,0.388757,287.849349
31.4022069,-61.0568189,76954a041-000419,14.293,0.074,10,57714.67740821,0.389643,223.199774
31.4024407,-61.0568410,49568a230-000396,14.160,0.060,10,56816.14436979,0.389837,158.859804
31.4021598,-61.0567889,44965r012-000528,14.127,0.061,10,59899.18966729,0.390696,243.218912
31.4024917,-61.0568284,28798r241-000367,13.980,0.056,10,59371.42951867,0.392325,144.208950
31.4025394,-61.0566728,55034a050-000456,14.129,0.051,10,56995.90373207,0.395240,52.259506
31.4023263,-61.0568487,39952r215-000445,14.163,0.061,10,59735.75804986,0.395705,188.532740
31.4023688,-61.0566299,44929r012-000560,14.080,0.074,10,59898.01675671,0.396659,2.215121
31.4021865,-61.0568115,44937r012-000491,14.206,0.061,10,59898.27741752,0.397016,229.583708
31.4025685,-61.0566934,33659r036-001094,14.018,0.053,10,59530.24784304,0.400121,65.211033
31.4025885,-61.0567615,93978a241-000415,14.079,0.049,10,58271.93310648,0.405550,101.002712
31.4021269,-61.0567508,60561b251-000371,14.091,0.058,10,57177.41107132,0.407966,264.531148
31.4025742,-61.0566917,66001a022-000430,14.084,0.048,10,57355.77697938,0.411700,65.017252
31.4021239,-61.0567312,22543r036-000392,14.093,0.051,10,59166.94675153,0.412548,274.404008
31.4025593,-61.0568025,82880a220-000498,14.162,0.053,10,57908.70646516,0.413748,122.943548
31.4022956,-61.0566291,76937a017-000421,14.170,0.062,10,57714.08783266,0.414706,344.303125
31.4025932,-61.0567643,87939a038-000448,14.147,0.055,10,58074.28339258,0.415594,102.151481
31.4024713,-61.0568424,76954a040-000453,14.301,0.059,10,57714.67728089,0.416525,152.255505
31.4022697,-61.0568475,76949a016-000425,14.214,0.064,10,57714.48079816,0.417759,202.122275
31.4026002,-61.0567366,71773b245-000442,14.152,0.053,10,57544.99633742,0.418651,88.324737
31.4021786,-61.0568176,65989a022-000394,14.171,0.057,10,57355.38350387,0.421810,228.524661
31.4022069,-61.0568312,11383r037-000401,14.183,0.054,10,58802.02031045,0.423006,219.090615
31.4021212,-61.0567619,66009a022-000469,14.123,0.055,10,57356.03929639,0.423441,259.269429
31.4021739,-61.0566643,55054b050-000390,14.139,0.052,10,56996.56105172,0.423542,310.048064
31.4021199,-61.0567186,39940r215-000402,14.035,0.049,10,59735.36661274,0.425334,280.435316
31.4021690,-61.0568147,76918b039-000424,14.105,0.057,10,57713.49825650,0.427836,231.056420
31.4024591,-61.0566311,65994a046-000383,14.164,0.057,10,57355.58024164,0.428377,23.768427
31.4022371,-61.0566369,06436r216-000470,14.161,0.061,10,58640.24106774,0.428487,330.019994
31.4021180,-61.0567645,17588r217-000430,14.067,0.053,10,59004.95859428,0.430741,258.184161
31.4021124,-61.0567380,82877b245-000768,14.166,0.055,10,57908.64101348,0.431431,270.956132
31.4026091,-61.0567360,33747r037-000790,14.210,0.055,10,59533.12249718,0.434225,88.099665
31.4021359,-61.0567966,51136r216-000356,14.042,0.057,10,60099.91525705,0.440403,242.440212
31.4021526,-61.0566687,33669r012-000408,14.116,0.054,10,59530.57459212,0.443225,305.388830
31.4021140,-61.0567060,49569b255-000462,14.120,0.055,10,56816.21020329,0.445712,285.938919
31.4021533,-61.0568136,76922a040-000370,13.904,0.055,10,57713.62928743,0.447088,233.655306
31.4021685,-61.0566566,33667r036-000427,14.121,0.050,10,59530.50926777,0.448838,311.984489
31.4022729,-61.0568575,94028a216-000362,14.102,0.055,10,58273.56901569,0.449396,199.734656
31.4025584,-61.0568204,94006a242-000440,14.133,0.060,10,58272.84930222,0.450833,129.942084
31.4021037,-61.0567145,22545r012-000410,14.111,0.056,10,59167.01207586,0.455866,281.617321
31.4020978,-61.0567287,39956r215-000386,14.074,0.051,10,59735.88857115,0.458614,275.088854
31.4026228,-61.0567526,33679r036-002102,14.208,0.054,10,59530.90134125,0.460094,95.658058
31.4026257,-61.0567363,60557b251-000480,14.158,0.051,10,57177.27991344,0.463092,88.351884
31.4020941,-61.0567554,65993a022-000395,14.106,0.055,10,57355.51466237,0.466558,263.175396
31.4020893,-61.0567454,82865b245-002514,14.074,0.056,10,57908.24817554,0.472013,267.639469
31.4026288,-61.0567568,51130r241-000401,13.994,0.049,10,60099.72055737,0.472193,97.358987
31.4021119,-61.0566842,49529b255-000448,14.216,0.062,10,56814.89429604,0.476634,294.926199
31.4026309,-61.0567603,33791r036-000411,14.018,0.051,10,59534.56001551,0.477584,98.802090
31.4026346,-61.0567399,11393r013-000423,14.203,0.055,10,58802.34731407,0.478404,89.957005
31.4021042,-61.0567927,06428r216-000413,14.042,0.053,10,58639.97951593,0.484360,246.939846
31.4022203,-61.0566230,06442r240-000365,14.030,0.050,10,58640.43729529,0.486462,329.979003
31.4020750,-61.0567373,87947a038-000448,14.149,0.064,10,58074.54519951,0.496619,271.121356
31.4020808,-61.0567096,71737b245-000416,14.068,0.051,10,57543.81693419,0.498584,282.679725
31.4021186,-61.0568144,39928r216-000444,14.089,0.050,10,59734.97517624,0.498613,237.508597
31.4022669,-61.0566089,17566r242-000384,14.086,0.051,10,59004.23926290,0.499058,341.033622
31.4026114,-61.0568073,76930a041-000937,14.123,0.051,10,57713.89134988,0.500532,118.950006
31.4020782,-61.0567711,60568a226-000404,14.132,0.059,10,57177.60793539,0.503552,257.153411
31.4021037,-61.0568051,39938r241-000398,14.134,0.052,10,59735.30141575,0.504293,242.306979
31.4026359,-61.0567834,44917r013-000373,14.021,0.051,10,59897.62582919,0.505425,108.006630
31.4025646,-61.0568416,33757r013-000373,14.040,0.061,10,59533.44924626,0.510724,135.738434
31.4026519,-61.0567537,11391r038-000432,14.039,0.053,10,58802.28198979,0.510937,95.539476
31.4021251,-61.0568255,17558r242-000437,14.118,0.054,10,59003.97771053,0.512073,233.052206
31.4020685,-61.0567178,28808r216-000429,14.187,0.071,10,59371.75626758,0.514098,278.943120
31.4025895,-61.0568312,44949r013-000408,14.237,0.058,10,59898.66847242,0.517358,129.390960
31.4020961,-61.0568084,60572a227-000398,14.261,0.060,10,57177.73922064,0.521550,241.827361
31.4026268,-61.0566722,76961a017-000644,14.112,0.051,10,57714.87389093,0.525008,62.295775
31.4021012,-61.0568174,71784a220-000451,14.187,0.056,10,57545.32385032,0.530031,238.284157
31.4026544,-61.0567019,11411r037-000562,14.115,0.053,10,58802.93612453,0.530921,75.028468
31.4025965,-61.0566466,60577b251-000361,14.029,0.058,10,57177.93608476,0.531810,50.783687
31.4026381,-61.0566785,49552a230-000449,14.218,0.065,10,56815.61808316,0.532698,65.441563
31.4021888,-61.0568636,65970a047-000439,14.236,0.071,10,57354.79341799,0.535677,213.834461
31.4025413,-61.0568633,51110r241-000348,13.929,0.052,10,60099.07151608,0.544788,144.564900
31.4026750,-61.0567522,51142r241-000337,13.875,0.046,10,60100.10995730,0.550549,94.575789
31.4025294,-61.0566105,33751r036-000872,14.217,0.070,10,59533.25314589,0.551766,32.335986
31.4020432,-61.0567435,94020a217-000408,14.124,0.051,10,58273.30733641,0.552074,268.692078
31.4026541,-61.0567981,76933a016-000569,14.102,0.059,10,57713.95680169,0.553425,112.206061
31.4020552,-61.0566952,65958a047-000421,14.183,0.055,10,57354.39994252,0.554976,286.894265
31.4020414,-61.0567354,11407r037-000451,14.132,0.055,10,58802.80522113,0.555308,271.708740
31.4025218,-61.0568741,76973a016-000463,14.095,0.052,10,57715.26685638,0.559029,149.719141
31.4026723,-61.0567776,06430r240-000443,14.189,0.076,10,58640.04484024,0.560674,103.970764
31.4020383,-61.0567275,28766r241-000396,14.113,0.050,10,59370.38381971,0.562264,274.590322
31.4026115,-61.0566419,44907r036-000411,14.134,0.053,10,59897.29997128,0.562768,51.131240
31.4020505,-61.0567857,11423r037-000393,14.006,0.054,10,58803.32858042,0.563749,253.032209
31.4020446,-61.0567047,49584a230-000388,14.232,0.060,10,56816.67078360,0.563992,283.021689
31.4025986,-61.0566336,98975a036-000433,14.107,0.073,10,58435.40382676,0.565256,47.340806
31.4020438,-61.0566999,55014a050-000391,14.113,0.052,10,56995.24653979,0.569485,284.684159
31.4020390,-61.0567720,39926r240-000397,14.093,0.055,10,59734.90985189,0.570984,258.360189
31.4026519,-61.0566630,55069a026-000398,14.125,0.050,10,56997.02112453,0.579189,61.406131
31.4024403,-61.0568962,71765b244-000428,14.114,0.059,10,57544.73414873,0.579458,166.029216
31.4026939,-61.0567395,49572a230-000419,14.196,0.071,10,56816.27603687,0.581720,89.822858
31.4020960,-61.0568410,06416r216-000350,14.015,0.058,10,58639.58693352,0.586298,231.672113
31.4026877,-61.0567835,39948r216-000416,14.186,0.053,10,59735.62765583,0.592006,105.338861
31.4020197,-61.0567448,60541b251-000384,13.985,0.046,10,57176.75490009,0.593122,268.330358
31.4026926,-61.0567036,60548a226-000384,13.990,0.046,10,57176.95176427,0.594085,77.257407
31.4026916,-61.0566990,33793r013-000398,14.157,0.060,10,59534.62546722,0.596268,75.668213
31.4020154,-61.0567374,06452r216-000403,14.056,0.068,10,58640.76442940,0.600436,270.893054
31.4023419,-61.0569075,71769b244-000403,14.084,0.076,10,57544.86517936,0.603825,182.993527
31.4020679,-61.0566497,94008a216-000448,14.068,0.100,10,58272.91462652,0.603864,302.570087
31.4026942,-61.0566886,55018a050-000355,14.020,0.048,10,56995.37808013,0.610940,72.369585
31.4020095,-61.0567339,28812r216-000415,14.078,0.054,10,59371.88704358,0.611033,272.059446
31.4027085,-61.0567605,82872a220-000482,14.184,0.054,10,57908.44453052,0.611620,96.930486
31.4025757,-61.0566059,11399r037-000479,14.159,0.073,10,58802.54354176,0.611782,37.898173
31.4026717,-61.0566605,87977a014-000431,14.238,0.054,10,58075.52723041,0.613848,62.209560
