ra,dec,source_id,w1mpro,w1sigmpro,qual_frame,mjd,dist,angle
29.3082562,-61.5939422,87901a015-000198,12.772,0.033,10,58073.03968154,0.374271,217.752123
29.3085319,-61.5939421,76877a020-000157,12.636,0.028,10,57712.12287719,0.382634,140.572295
29.3085778,-61.5938016,33631r037-000168,12.660,0.025,10,59529.33304728,0.384247,56.828141
29.3081700,-61.5938900,17474r240-000152,12.647,0.028,10,59001.23103306,0.391939,254.005064
29.3086194,-61.5938592,11339r038-000161,12.648,0.028,10,58800.58126258,0.392878,89.580089
29.3086053,-61.5939064,87883a038-000160,12.683,0.026,10,58072.45048847,0.404792,114.371913
29.3081530,-61.5938441,17498r241-000172,12.624,0.036,10,59002.01581670,0.409895,278.027144
29.3081476,-61.5938488,39882r239-000173,12.736,0.033,10,59733.47437212,0.417080,275.547400
29.3081460,-61.5938328,71712a220-000140,12.595,0.029,10,57542.96517138,0.429192,283.188088
29.3085972,-61.5937924,28644r216-000144,12.683,0.030,10,59366.39636220,0.430280,55.557209
29.3084835,-61.5939815,82806a242-002010,12.942,0.036,10,57906.28398854,0.465788,159.893011
29.3087619,-61.5938423,39888r214-000151,12.619,0.034,10,59733.67009039,0.640088,84.286997
29.3082781,-61.5936690,49468a226-000131,12.623,0.027,10,56812.85447337,0.713807,344.426418
